,question1,question2,is_duplicate
2335,뒤에서 얘기하면 내가 못 들을 줄 알았나봐?,뒤에서 호박씨까면 내가 못 들을 줄 알았나?,0
2336,뒤척이다 늦잠 자게 되네,요즘 잠을 늦게 자,0
2337,뒷담화 좋아하는 사람 어떻게 생각해요?,뒷담화하는 사람 어떻게 생각해요?,0
2338,뒷통수 제대로 맞음,뒷통수 맞았어,0
2339,드디어 개강이다,개강이다,0
2340,드디어 그 순간이 거의 다가왔습니다.,드디어 제가 손을 놓았어.,1
2341,드디어 데이트인데 뭐하지,첫 데이트에 뭐하지,0
2342,드디어 봄이 오나봐,봄이 오긴 오나봐,0
2343,드디어 손 잡음,손 잡았어,0
2344,드디어 승진함,나 승진했어,0
2345,드디어 어제 끝냈습니다,드디어 처음으로 꿈에 나욌습니다.,1
2346,드디어 정리했네,따끔하게 혼내 줘,1
2347,드디어 차단을 했습니다,따지고 싶은데 참아야겠죠?,1
2348,드디어 천일,오늘이 천일이네,0
2349,드디어 커플 반지 받았어,반지 받았어,0
2350,드디어 해외 여행 간다,처음 해외여행가!,0
2351,드라마같은 사랑 하고 싶어,드라마같은 로맨스 하고 싶어,0
2352,드라마보고 눈물났어,딱 오늘 새벽 헤어졌습니다.,1
2353,드라이가 잘 안돼,드라이 잘 안되네,0
2354,드라이브 하면서 데이트 해야겠다,드라이브 데이트 해야겠다,0
2355,드레스 입어보는 거 재밌어!,드레스 입어보는 거 재밌어!,0
2356,드레스룸 있으면 좋겠다.,드레스룸 만들고 싶다,0
2357,드론 조종사 자격증 따면 재밌을 거 같아,드론 자격증 딸까?,0
2358,듬직한 사람이 좋아,기댈 수 있는 사람,0
2359,등록금 너무 비싸다. 허리 휨,등록금 비싸다,0
2360,디퓨저 선물 해줄까?,디퓨저 선물 해줄까?,0
2361,딩크 하고 싶어,딩크가 편한 거 같아,0
2362,딩크족으로 살거야,걍 딩크족으로 살거야,0
2363,따듯해지니까 살 것 같다.,따듯해서 좋다.,0
2364,따뜻한 봄이 다시 왔네 ㅎㅎ,딱한번만 생각해보세.,1
2365,딱 1년 연애,딱 1년 연애했네,0
2366,딱 내 이상형이야,완전 내 이상형이야,0
2367,딱 내 취향인데,내 취향인데,0
2368,딱 알아봤는데,떠나간 사람 생각하면 끝도 없습니다.,1
2369,딱 좋아,떠나간사람은 이렇게도 차갑나?,1
2370,딱 한달 됐네,한달됐어,0
2371,딴 거 뭐 할 줄 알아?,너 또 뭐할 줄 알아?,0
2372,딴 일 찾아볼까,나 다른 거 할까,0
2373,딸기 먹을래,딸기 먹어야지,0
2374,딸기가 너무 먹고 싶어.,딸기 먹고 싶다.,0
2375,땅 사면 좋겠다.,땅이나 살까,0
2376,때려 치고 싶다,다 때려 치우고 싶어,0
2377,때를 기다립니다.,떠나보내지지가 않아,1
2378,떠나간 전여친 지나가다 봤네.,떡볶이 좋아하지도 않는데,1
2379,떠나려는 사람 잡는 방법,또 다시 낮술,1
2380,떠난 그녀를 제 마음속에서 이제는 놔주려 합니다,또 다시 생각나는 그.,1
2381,또 개강이라니,또 개강이야,0
2382,또 고백해볼까?,그냥 고백해볼까?,0
2383,또 꿈에 나와버리네 에휴,또 다시 이별,1
2384,또 눈 내려,눈 또 와,0
2385,또 다시 돌아온 불금이네,또 다시 이별입니다.,1
2386,또 다시 악몽,또 아침은 오네,1
2387,또 다시 이별을 맞았네,또 연락을 해버렸네.,1
2388,또 못 만났어,오늘 못 만났어,0
2389,또 뭘 먹나,오늘은 또 뭘 먹나,0
2390,또 바람일까,또 전화 안받아,1
2391,또 사랑이 올 줄 몰랐어,또 사랑이 올 줄 몰랐어,0
2392,또 스팸 전화,스팸 전화 많이 와,0
2393,또 아픈 밤이네,또 주말이 지나가고,1
2394,또 야근,야근 좀 그만하고 싶어,0
2395,또 어떻게 버티지?,오늘은 또 어떻게 버티지?,0
2396,또 일주일도 못가서ㅎㅎ,또 하루가 간다.,1
2397,또 주말,또 주말이네,0
2398,또 지각하네,자꾸 지각하네,0
2399,또 폭식했다.,나 폭식증인듯,0
2400,또 하루가 저물어가네,똑같은 이별,1
2401,또 한달이 지나갔네,달력이 또 넘어가네,0
2402,또 한번의 무너짐,또다시 찾아오는 밤,1
2403,또다시 꿈에 나왔네.,뜬금 시간을 가지자고 해서,1
2404,또라이들 짱 많아,또라이가 너무 많아,0
2405,또오늘부터 한달이 시작되었네.,뜬눈으로 밤을 지새웠네,1
2406,똑 부러지게 말해야지,이번에는 분명하게 말해야지,0
2407,똑같은 나날들,요즘 너무 지루해,0
2408,똑똑!,넌 누구냐?,1
2409,똑똑하면 좋겠다,똑똑해지고 싶다,0
2410,"뜨겁게 사랑하거나, 쿨하게 헤어지거나",로맨스는 없습니다,1
2411,뜨끈한 온천가고 싶다.,겨울에는 온천이지!,0
2412,뜬금없이,롱디 그만 두고 싶습니다.,1
2413,뜻밖에 연락,마냥 헌신하던 제 모습이 처량하고 화가나네,1
2414,띠동갑 짝사랑하는데 괜찮을까.,띠동갑이 좋은데 괜찮을까.,0
2415,라면 맛있게 끓이는 법 알려줘,라면 잘 끓이는 법,0
2416,라면 먹어야겠다.,라면 먹고 싶어,0
2417,라면 먹을래,라면 먹고 갈래,0
2418,랜선 연애 어떻게 생각해?,랜선 연애 어때?,0
2419,랜선 연애 중,랜선 연애로 이야기 시작,0
2420,랜선 연애로 잘 되기도 해?,랜선 연애하다가 잘 되기도 해?,0
2421,랜선 집사됐어,고양이 동영상 보는 중,0
2422,랩 추천 좀. 나 좋아하는 남자애한테 잘 보이고 싶어.,나 좋아하는 남자애한테 잘 보이고 싶은데 랩 추천 좀.,0
2423,레고 사고 싶은데 비싸,레고가 비싸,0
2424,레시피대로 했는데 왜 맛이 없지?,레시피대로 한 거 같은데 왜 맛이 없지?,0
2425,로그인 아이디 기억안나,로그인 아이디 까먹었다,0
2426,로또 당첨 번호 불러봐,로또 번호 알려줘,0
2427,로또 당첨 번호를 불러 주세요,로또 번호 알려줘,0
2428,로또 당첨 좀 됐으면,로또 좀 됐으면,0
2429,로맨틱한 고백,로맨틱한 고백,0
2430,로맨틱한 사랑 하고 싶다,나도 로맨틱한 사랑 하고 싶다,0
2431,로맨틱한 사랑을 원해,로맨틱한 사랑하면 안 되나,0
2432,롤로코스터를 타는 마음,마음 먹었습니다,1
2433,롯데월드 가자고 해볼까?,놀이동산 가자고 해볼까?,0
2434,롱디인데 너무 보고 싶어.,너무 보고 싶은데 롱디,0
2435,롱디인데 연락이 자주 안돼.,롱디라서 연락이 자주 안돼.,0
2436,롱패딩 필요할까,롱패딩 살까,0
2437,리치치즈피자 먹고 싶다.,피자 먹고 싶어,0
2438,리턴 다시 돌아오는 힘겨움,마음 정리가 되네.,1
2439,마딩 있는 주택에 살고 싶어,단독주택 살고 싶어,0
2440,마라톤 출전할까,마라톤 나가볼까,0
2441,마른 기침이 계속 나오네,마른 기침 나와,0
2442,마무리,마음 정리중,1
2443,마스크팩 잔뜩 샀어.,마스크팩 대량 구매했어,0
2444,마음 다 잡는 중,맘속으로 조금씩 정리가 돼가네,0
2445,마음 맞는 사람이 있을까?,어디 나랑 마음 맞는 사람이 있을까?,0
2446,마음 비우기가 너무 힘들어,마음 정리가 안돼.,0
2447,마음 잡고 다시 시작,마음 잡고 고고씽,0
2448,마음 표현하기가 힘들어,마음 표현하기가 너무 힘드네,0
2449,마음도 춥고 날씨도 춥고,마음을 억지로 접는게 어렵네,1
2450,마음도 춥고 날씨도 춥네,마음이 유난히 춥네,0
2451,마음만은 항상 청춘인데,마음만은 청춘이야,0
2452,마음에 구멍이 난 느낌,마음대로 안되네,1
2453,마음에 드는 사람이 있는데,맘에 드는 사람이 있는데,0
2454,마음에 드는 여자가 있어요,내 맘에 꼭 드는 여자가 있어요,0
2455,마음에 든다는 걸 어떻게 알릴 수 있어?,마음에 든다는 걸 어떻게 말하지?,0
2456,마음에 안 차는데 만나도 돼?,완전 좋은 건 아닌데 만나도 돼?,0
2457,마음에 하나도 안 들어,다 마음에 안 들어,0
2458,마음을 들켰나봐,내 마음을 들켰나봐,0
2459,마음을 보여 주고 싶어.,마음이 보였으면 좋겠어,0
2460,마음을 아무리 밀어내도 안돼,내 마음을 아무리 밀어내도 안돼,0
2461,마음을 정리하는 중인데 카톡 왔어,마음을 정리하고 있는데 뜻밖의 남자가 카톡을 했네,0
2462,마음을 확실하게 아는 방법,그 사람 마음을 확실하게 아는 방법,0
2463,마음이 꽉막힌듯해요,마음이 더이상 커지지 않았으면 좋겠어,1
2464,마음이 너무 답답하고 무거워.,마음이 답답합니다.,0
2465,마음이 너무 아파,마음이 너덜너덜해졌어.,0
2466,마음이 무거워져,생각만 해도 마음이 무거워,0
2467,마음이 변하는 이유,마음이 어려워서 들어왔어,1
2468,마음이 변할까봐 두려워,내 마음도 언젠가는 변할까,0
2469,마음이 불안하고 초조해 미치겠어,마음이 쫌 복잡하네,1
2470,마음이 식은 거 같아,요즘 마음이 식은 거 같아,0
2471,마음이 싱숭생숭해서 자꾸 여기다 쓰게되넹,마음이 싱숭생숭해서 자꾸 글을 쓰게 되네,0
2472,마음이 안오는 건 어쩔 수가 없나봐,마주쳤는데 최악,1
2473,마음이 예쁜 사람 만나고 싶어,마음이 착한 사람 만나고 싶어,0
2474,마음이 완전히 식은 남자,마지막 그녀를 만났어,1
2475,마음이 자꾸 급해져,마음이 조급해,0
2476,마음이 자꾸 쓰이네.,신경이 자꾸 쓰이네.,0
2477,마음이 착잡하다,마음이 복잡해,0
2478,마음정리,마지막 도전,1
2479,마주칠까?,마지막 문자 보냈어,1
2480,마중 나가볼까?,오늘은 마중 나가볼까?,0
2481,마지막 데이트 하고있는데 이 사람이 미워,마지막 문자를 보내버렸어,1
2482,마지막 말,마지막 사랑,1
2483,마지막 문자 아직도 가지고 있어,마지막 이별,1
2484,마지막 붙이지 못한 이별편지,마지막 정리,1
2485,마지막 선물.,마지막 카톡을 보냈어,1
2486,마지막 작별 문자,마지막 문자,0
2487,마지막 짐 갖다주러 가는 길,마지막으로 붙잡아보려 합니다.,1
2488,마지막 현관문을 닫을 때가 안 잊혀,마지막으로 편지까지 썼는데,1
2489,마지막으로 만나고 왔습니다.,마지막이겠죠,1
2490,마지막으로 얼굴보고 정리하려했는데 그게 안돼.,마지막입니다.,1
2491,마지막이 될 편지.,막장으로 가네,1
2492,마지막인가봐,만나고 왔는데 혼란스러워,1
2493,마침표.,만나러 왔습니다,1
2494,막 말하는 거 고치고 싶어,나 함부로 말하는 거 고치고 싶어,0
2495,막말 쩔어,막말 좀 안 했으면 좋겠다,0
2496,막말 최악이지,막말이 제일 나빠,0
2497,막말 할거 같은데,막말이 나와,0
2498,막말해서 상처줬어,생각없이 상처줬어,0
2499,막차 놓쳤다 택시비 아까워,막차 놓쳤다,0
2500,막차 놓쳤어,버스 끊겼다,0
2501,만나고 와서 더 힘드네,만날땐 좋다가 헤어지면 매몰찬 여친,1
2502,만나기만 하면 자꾸 싸우게돼,만나기만 하면 싸워,0
2503,만나는 사람마다 유형이 비슷해,내가 만나는 사람은 유형이 비슷해,0
2504,만나는 중에 이 남자 저 남자랑 연락하는 여자,많은걸 깨달은 이별.,1
2505,만나는게 싫지는 않아,만날 땐 좋고 안 만나도 괜찮은 거 같아,0
2506,만나는데 혈액형이 중요해?,만나는데 혈액형은 왜 물어보지?,0
2507,만나도 불안하면 어떡해?,만나도 불안해,0
2508,만나면 싸워,만나기만 하면 싸워,0
2509,만나면 좋은 사람이 있어. 헤헤,친구랑 만나면 좋아,0
2510,만나자,만나자고 말해야지,0
2511,만나자고 약속 잡는 것도 귀찮아,누굴 만나는 것도 귀찮아,0
2512,만나지 얼마 안됐는데 여행가재,얼마 안됐는데 같이 여행가재,0
2513,만난지 100일,만난지 100일됐어,0
2514,만난지 100일 됐는데 여행가재,100일 기념 여행가재,0
2515,만난지 1년됐어,우리 만난지 1년됐어,0
2516,만난지 1년인데 결혼해도 될까?,만난지 1년인데 청혼해도 될까?,0
2517,만난지 200일됐어,우리 드디어 만난지 200일 됐어,0
2518,만난지 7년 헤어진지 5일째,많이 괜찮아졋지만 여전히 찌질한 모습의 나,1
2519,만난지 세달만에 결혼 가능함?,만난지 세달만에 결혼하자고 해도 될까?,0
2520,만난지 얼마 안됐는데 결혼해도 될까?,만난지는 얼마 안됐지만 좋은데 결혼해도 될까?,0
2521,만난지 얼마 안됐는데 고백받았어,만난지 얼마 안됐는데 벌써 고백받았어,0
2522,만난지 얼마 안됐는데 고백했어,만난지 얼마 안됐는데 너무 좋아서 고백했어,0
2523,만난지 얼마 안됐는데 키스함.,만난지 얼마 안됐는데 어제 키스함.,0
2524,만난지 이틀만에 고백받았어,만난지 이틀만에 그 사람한테 고백받았어,0
2525,만남과 이별,많이 사랑 했나보다,1
2526,만두 먹고 싶어,왕만두 맛있는데,0
2527,만든 사람,누가 만들었니?,0
2528,만족할 줄을 몰라,만족을 모르나봐,0
2529,많이 괜찮아졌다고 생각했는데,말도 안되는 이유로 결별 선언하는 그녀,1
2530,많이 늦은시간인데 연락해봐도 괜찮을까?,늦은 시간인데 연락해도 괜찮을까?,0
2531,많이 만났는데 아직도 왜 모르지?,그렇게 오래 만났는데 아직도 왜 모르지?,0
2532,많이 먹었는데 몸무게 똑 같아,살이 안 쪄,0
2533,많이 약해졌나봐. 내맘이.,말하자면 길어,1
2534,많이 좋아하던 전남친이랑 다시 사겨도 될까?,전남친이랑 다시 사겨도 될까?,0
2535,많이 좋아하던 전여친에게 연락해도될까?,전여친에게 연락해도 될까?,0
2536,많이 좋아했는데 이젠 끝내야겠지.,이젠 끝내야겠지.,0
2537,많이 좋아했었는데 이젠 정리하려고.,좋아했었는데 이젠 맘 정리하려고.,0
2538,많이슬퍼하고 그리워해야,맘 추스리며.,1
2539,말 거는게 어려워,처음에 말 걸 때 힘들어,0
2540,말 없이 찾아가는건 예의가 아니겠지.,말 없이 가는건 예의가 아니지.,0
2541,말 좀 잘하면 좋을텐데,말 잘하고 싶어,0
2542,말로만듣던 환승에 치가 떨리네,맘이 떠났다는게 맞는거 같아,1
2543,말문이 막힌다,말문이 탁 막힌다,0
2544,말수 적은 남자인데 썸타도 괜찮을까?,말수 적은 남자인데 썸 괜찮을까?,0
2545,말실수했다,생각 없이 말했어,0
2546,말을 못하겠어,주눅들어서 말을 못하겠어,0
2547,말을 수시로 바꾸는 사람 어떻게 해?,자꾸 말 바꾸는 사람 어떻게 해?,0
2548,말을 안하는 연애,거의 말을 안하는 데이트,0
2549,말을 예쁘게 하면 좋으련만,말을 좀 잘 하고 싶어,0
2550,말을 해놓고 후회돼 죽겠어,주워담지 못할 말을 했어,0
2551,말이 너무 심해,폭언하는 사람 어떻게 해?,0
2552,말이 안 예쁘게 나와,말이 예쁘게 안나와,0
2553,말이 안 통해,소통이 안돼,0
2554,말이 안돼,진짜 말도 안돼,0
2555,말투가 맘에 안들어,말투가 별로야,0
2556,말하고 후회할까봐 걱정돼,말하고 후회하면 어떡해,0
2557,말하는 거 귀여워,말하는 거 너무 귀여워,0
2558,말하는 대로 다 되면 정말 좋겠다,말하는대로 다 됐으면 좋겠다,0
2559,말하는게 재밌어!,만담꾼이네!,0
2560,말하지 말걸,입이 방정이야,0
2561,말할 때 너무 떨려,말할 때 엄청 떨려,0
2562,맘 떠난 사람이랑 계속 사귀기?,나한테 마음 떠난 사람이랑 계속 사귀기?,0
2563,맘 잡았다고 생각했는데,맘터놓고 얘기할곳이 없네.,1
2564,맘 정리했는데 다시 연락하고 싶어요.,맘 정리한 줄 알았는데 연락하고 싶어요.,0
2565,맘 정리했는데 연락오는데.,맘 정리했는데 연락오는데.,0
2566,맘 편한 데가 없어,마음 둘 곳이 없어,0
2567,맘을 추스리지 못하겠어,망상이 제일 짜증나고 미치네.,1
2568,맘이 너무 아파,마음이 아려,0
2569,맘이 아푸네,매달리는거 안좋은거 같아.,1
2570,맛있는 거 먹는데 생각나는 사람,맛있는 거 먹을 때 생각나는 사람,0
2571,맛집 가고 싶어,맛집갈까,0
2572,맛집 다녀왔어,입소문 난 맛집 다녀왔어,0
2573,"망각은 축복이고, 원망은 허황된거 같기도해.",매듭문자를 보냈습니다.,1
2574,망고빙수 맛있다,빙수 맛있다,0
2575,맞는 결정을 한거겠지?,나 결정 잘 한거지?,0
